name,type,full_name,full_path,code,parent_code
Tân Phú,phuong,Phường Tân Phú,"Phường Tân Phú, Thành phố Hồ Chí Minh",33036,12
Bàu Bàng,xa,Xã Bàu Bàng,"Xã Bàu Bàng, Thành phố Hồ Chí Minh",33292,12
Tam Thắng,phuong,Phường Tam Thắng,"Phường Tam Thắng, Thành phố Hồ Chí Minh",33548,12
Phước Thắng,phuong,Phường Phước Thắng,"Phường Phước Thắng, Thành phố Hồ Chí Minh",33804,12
Bà Rịa,phuong,Phường Bà Rịa,"Phường Bà Rịa, Thành phố Hồ Chí Minh",34060,12
Long Hương,phuong,Phường Long Hương,"Phường Long Hương, Thành phố Hồ Chí Minh",34316,12
Tam Long,phuong,Phường Tam Long,"Phường Tam Long, Thành phố Hồ Chí Minh",34572,12
Phú Mỹ,phuong,Phường Phú Mỹ,"Phường Phú Mỹ, Thành phố Hồ Chí Minh",34828,12
Tân Thành,phuong,Phường Tân Thành,"Phường Tân Thành, Thành phố Hồ Chí Minh",35084,12
Tân Phước,phuong,Phường Tân Phước,"Phường Tân Phước, Thành phố Hồ Chí Minh",35340,12
Tân Hải,phuong,Phường Tân Hải,"Phường Tân Hải, Thành phố Hồ Chí Minh",35596,12
Châu Pha,xa,Xã Châu Pha,"Xã Châu Pha, Thành phố Hồ Chí Minh",35852,12
Ngãi Giao,xa,Xã Ngãi Giao,"Xã Ngãi Giao, Thành phố Hồ Chí Minh",36108,12
Bình Giã,xa,Xã Bình Giã,"Xã Bình Giã, Thành phố Hồ Chí Minh",36364,12
Kim Long,xa,Xã Kim Long,"Xã Kim Long, Thành phố Hồ Chí Minh",36620,12
Châu Đức,xa,Xã Châu Đức,"Xã Châu Đức, Thành phố Hồ Chí Minh",36876,12
Xuân Sơn,xa,Xã Xuân Sơn,"Xã Xuân Sơn, Thành phố Hồ Chí Minh",37132,12
Nghĩa Thành,xa,Xã Nghĩa Thành,"Xã Nghĩa Thành, Thành phố Hồ Chí Minh",37388,12
Hồ Tràm,xa,Xã Hồ Tràm,"Xã Hồ Tràm, Thành phố Hồ Chí Minh",37644,12
Xuyên Mộc,xa,Xã Xuyên Mộc,"Xã Xuyên Mộc, Thành phố Hồ Chí Minh",37900,12
Hòa Hội,xa,Xã Hòa Hội,"Xã Hòa Hội, Thành phố Hồ Chí Minh",38156,12
Bàu Lâm,xa,Xã Bàu Lâm,"Xã Bàu Lâm, Thành phố Hồ Chí Minh",38412,12
Đất Đỏ,xa,Xã Đất Đỏ,"Xã Đất Đỏ, Thành phố Hồ Chí Minh",38668,12
Long Hải,xa,Xã Long Hải,"Xã Long Hải, Thành phố Hồ Chí Minh",38924,12
Phước Hải,xa,Xã Phước Hải,"Xã Phước Hải, Thành phố Hồ Chí Minh",39180,12
Long Sơn,xa,Xã Long Sơn,"Xã Long Sơn, Thành phố Hồ Chí Minh",39436,12
Hòa Hiệp,xa,Xã Hòa Hiệp,"Xã Hòa Hiệp, Thành phố Hồ Chí Minh",39692,12
Bình Châu,xa,Xã Bình Châu,"Xã Bình Châu, Thành phố Hồ Chí Minh",39948,12
Vũng Tàu,phuong,Phường Vũng Tàu,"Phường Vũng Tàu, Thành phố Hồ Chí Minh",40204,12
Bình Cơ,phuong,Phường Bình Cơ,"Phường Bình Cơ, Thành phố Hồ Chí Minh",40460,12
Bắc Tân Uyên,xa,Xã Bắc Tân Uyên,"Xã Bắc Tân Uyên, Thành phố Hồ Chí Minh",40716,12
An Long,xa,Xã An Long,"Xã An Long, Thành phố Hồ Chí Minh",40972,12
Phước Thành,xa,Xã Phước Thành,"Xã Phước Thành, Thành phố Hồ Chí Minh",41228,12
Bình Dương,phuong,Phường Bình Dương,"Phường Bình Dương, Thành phố Hồ Chí Minh",41484,12
Tân Hiệp,phuong,Phường Tân Hiệp,"Phường Tân Hiệp, Thành phố Hồ Chí Minh",41740,12
Hòa Lợi,phuong,Phường Hòa Lợi,"Phường Hòa Lợi, Thành phố Hồ Chí Minh",41996,12
Chánh Phú Hòa,phuong,Phường Chánh Phú Hòa,"Phường Chánh Phú Hòa, Thành phố Hồ Chí Minh",42252,12
Vĩnh Tân,phuong,Phường Vĩnh Tân,"Phường Vĩnh Tân, Thành phố Hồ Chí Minh",42508,12
Đông Hòa,phuong,Phường Đông Hòa,"Phường Đông Hòa, Thành phố Hồ Chí Minh",42764,12
Thuận An,phuong,Phường Thuận An,"Phường Thuận An, Thành phố Hồ Chí Minh",43020,12
Tam Hải,xa,Xã Tam Hải,"Xã Tam Hải, Thành phố Đà Nẵng",269,13
Núi Thành,xa,Xã Núi Thành,"Xã Núi Thành, Thành phố Đà Nẵng",525,13
Hải Vân,phuong,Phường Hải Vân,"Phường Hải Vân, Thành phố Đà Nẵng",781,13
Thạnh Mỹ,xa,Xã Thạnh Mỹ,"Xã Thạnh Mỹ, Thành phố Đà Nẵng",1037,13
Tân Hiệp,xa,Xã Tân Hiệp,"Xã Tân Hiệp, Thành phố Đà Nẵng",1293,13
Đặc Khu Hoàng Sa,xa,Xã Đặc Khu Hoàng Sa,"Xã Đặc Khu Hoàng Sa, Thành phố Đà Nẵng",1549,13
Quảng Phú,phuong,Phường Quảng Phú,"Phường Quảng Phú, Thành phố Đà Nẵng",1805,13
Hương Trà,phuong,Phường Hương Trà,"Phường Hương Trà, Thành phố Đà Nẵng",2061,13
Bàn Thạch,phuong,Phường Bàn Thạch,"Phường Bàn Thạch, Thành phố Đà Nẵng",2317,13
Tây Hồ,xa,Xã Tây Hồ,"Xã Tây Hồ, Thành phố Đà Nẵng",2573,13
Chiên Đàn,xa,Xã Chiên Đàn,"Xã Chiên Đàn, Thành phố Đà Nẵng",2829,13
Phú Ninh,xa,Xã Phú Ninh,"Xã Phú Ninh, Thành phố Đà Nẵng",3085,13
Lãnh Ngọc,xa,Xã Lãnh Ngọc,"Xã Lãnh Ngọc, Thành phố Đà Nẵng",3341,13
Tiên Phước,xa,Xã Tiên Phước,"Xã Tiên Phước, Thành phố Đà Nẵng",3597,13
Thạnh Bình,xa,Xã Thạnh Bình,"Xã Thạnh Bình, Thành phố Đà Nẵng",3853,13
Sơn Cẩm Hà,xa,Xã Sơn Cẩm Hà,"Xã Sơn Cẩm Hà, Thành phố Đà Nẵng",4109,13
Trà Liên,xa,Xã Trà Liên,"Xã Trà Liên, Thành phố Đà Nẵng",4365,13
Trà Giáp,xa,Xã Trà Giáp,"Xã Trà Giáp, Thành phố Đà Nẵng",4621,13
Trà Tân,xa,Xã Trà Tân,"Xã Trà Tân, Thành phố Đà Nẵng",4877,13
Trà Đốc,xa,Xã Trà Đốc,"Xã Trà Đốc, Thành phố Đà Nẵng",5133,13
Trà My,xa,Xã Trà My,"Xã Trà My, Thành phố Đà Nẵng",5389,13
Trà Mai,xa,Xã Trà Mai,"Xã Trà Mai, Thành phố Đà Nẵng",5645,13
Trà Tập,xa,Xã Trà Tập,"Xã Trà Tập, Thành phố Đà Nẵng",5901,13
Trà Vân,xa,Xã Trà Vân,"Xã Trà Vân, Thành phố Đà Nẵng",6157,13
Trà Linh,xa,Xã Trà Linh,"Xã Trà Linh, Thành phố Đà Nẵng",6413,13
Trà Leng,xa,Xã Trà Leng,"Xã Trà Leng, Thành phố Đà Nẵng",6669,13
Thăng Bình,xa,Xã Thăng Bình,"Xã Thăng Bình, Thành phố Đà Nẵng",6925,13
Thăng An,xa,Xã Thăng An,"Xã Thăng An, Thành phố Đà Nẵng",7181,13
Thăng Trường,xa,Xã Thăng Trường,"Xã Thăng Trường, Thành phố Đà Nẵng",7437,13
Thăng Điền,xa,Xã Thăng Điền,"Xã Thăng Điền, Thành phố Đà Nẵng",7693,13
Thăng Phú,xa,Xã Thăng Phú,"Xã Thăng Phú, Thành phố Đà Nẵng",7949,13
Đồng Dương,xa,Xã Đồng Dương,"Xã Đồng Dương, Thành phố Đà Nẵng",8205,13
Quế Sơn Trung,xa,Xã Quế Sơn Trung,"Xã Quế Sơn Trung, Thành phố Đà Nẵng",8461,13
Quế Sơn,xa,Xã Quế Sơn,"Xã Quế Sơn, Thành phố Đà Nẵng",8717,13
Xuân Phú,xa,Xã Xuân Phú,"Xã Xuân Phú, Thành phố Đà Nẵng",8973,13
Nông Sơn,xa,Xã Nông Sơn,"Xã Nông Sơn, Thành phố Đà Nẵng",9229,13
Quế Phước,xa,Xã Quế Phước,"Xã Quế Phước, Thành phố Đà Nẵng",9485,13
Duy Nghĩa,xa,Xã Duy Nghĩa,"Xã Duy Nghĩa, Thành phố Đà Nẵng",9741,13
Nam Phước,xa,Xã Nam Phước,"Xã Nam Phước, Thành phố Đà Nẵng",9997,13
Duy Xuyên,xa,Xã Duy Xuyên,"Xã Duy Xuyên, Thành phố Đà Nẵng",10253,13
Thu Bồn,xa,Xã Thu Bồn,"Xã Thu Bồn, Thành phố Đà Nẵng",10509,13
Điện Bàn,phuong,Phường Điện Bàn,"Phường Điện Bàn, Thành phố Đà Nẵng",10765,13
Điện Bàn Đông,phuong,Phường Điện Bàn Đông,"Phường Điện Bàn Đông, Thành phố Đà Nẵng",11021,13
An Thắng,phuong,Phường An Thắng,"Phường An Thắng, Thành phố Đà Nẵng",11277,13
Điện Bàn Bắc,phuong,Phường Điện Bàn Bắc,"Phường Điện Bàn Bắc, Thành phố Đà Nẵng",11533,13
Điện Bàn Tây,xa,Xã Điện Bàn Tây,"Xã Điện Bàn Tây, Thành phố Đà Nẵng",11789,13
Gò Nổi,xa,Xã Gò Nổi,"Xã Gò Nổi, Thành phố Đà Nẵng",12045,13
Hội An,phuong,Phường Hội An,"Phường Hội An, Thành phố Đà Nẵng",12301,13
Hội An Đông,phuong,Phường Hội An Đông,"Phường Hội An Đông, Thành phố Đà Nẵng",12557,13
Hội An Tây,phuong,Phường Hội An Tây,"Phường Hội An Tây, Thành phố Đà Nẵng",12813,13
Đại Lộc,xa,Xã Đại Lộc,"Xã Đại Lộc, Thành phố Đà Nẵng",13069,13
Hà Nha,xa,Xã Hà Nha,"Xã Hà Nha, Thành phố Đà Nẵng",13325,13
Thượng Đức,xa,Xã Thượng Đức,"Xã Thượng Đức, Thành phố Đà Nẵng",13581,13
Vu Gia,xa,Xã Vu Gia,"Xã Vu Gia, Thành phố Đà Nẵng",13837,13
Phú Thuận,xa,Xã Phú Thuận,"Xã Phú Thuận, Thành phố Đà Nẵng",14093,13
Bến Giằng,xa,Xã Bến Giằng,"Xã Bến Giằng, Thành phố Đà Nẵng",14349,13
Nam Giang,xa,Xã Nam Giang,"Xã Nam Giang, Thành phố Đà Nẵng",14605,13
Đắc Pring,xa,Xã Đắc Pring,"Xã Đắc Pring, Thành phố Đà Nẵng",14861,13
La Dêê,xa,Xã La Dêê,"Xã La Dêê, Thành phố Đà Nẵng",15117,13
Laêê,xa,Xã Laêê,"Xã Laêê, Thành phố Đà Nẵng",15373,13
Sông Vàng,xa,Xã Sông Vàng,"Xã Sông Vàng, Thành phố Đà Nẵng",15629,13
Sông Kôn,xa,Xã Sông Kôn,"Xã Sông Kôn, Thành phố Đà Nẵng",15885,13
Đông Giang,xa,Xã Đông Giang,"Xã Đông Giang, Thành phố Đà Nẵng",16141,13
Bến Hiên,xa,Xã Bến Hiên,"Xã Bến Hiên, Thành phố Đà Nẵng",16397,13
A Vương,xa,Xã A Vương,"Xã A Vương, Thành phố Đà Nẵng",16653,13
Tây Giang,xa,Xã Tây Giang,"Xã Tây Giang, Thành phố Đà Nẵng",16909,13
Hùng Sơn,xa,Xã Hùng Sơn,"Xã Hùng Sơn, Thành phố Đà Nẵng",17165,13
Hiệp Đức,xa,Xã Hiệp Đức,"Xã Hiệp Đức, Thành phố Đà Nẵng",17421,13
Việt An,xa,Xã Việt An,"Xã Việt An, Thành phố Đà Nẵng",17677,13
Phước Trà,xa,Xã Phước Trà,"Xã Phước Trà, Thành phố Đà Nẵng",17933,13
Khâm Đức,xa,Xã Khâm Đức,"Xã Khâm Đức, Thành phố Đà Nẵng",18189,13
Phước Năng,xa,Xã Phước Năng,"Xã Phước Năng, Thành phố Đà Nẵng",18445,13
Phước Chánh,xa,Xã Phước Chánh,"Xã Phước Chánh, Thành phố Đà Nẵng",18701,13
Phước Thành,xa,Xã Phước Thành,"Xã Phước Thành, Thành phố Đà Nẵng",18957,13
Phước Hiệp,xa,Xã Phước Hiệp,"Xã Phước Hiệp, Thành phố Đà Nẵng",19213,13
Hải Châu,phuong,Phường Hải Châu,"Phường Hải Châu, Thành phố Đà Nẵng",19469,13
Hòa Cường,phuong,Phường Hòa Cường,"Phường Hòa Cường, Thành phố Đà Nẵng",19725,13
Thanh Khê,phuong,Phường Thanh Khê,"Phường Thanh Khê, Thành phố Đà Nẵng",19981,13
An Khê,phuong,Phường An Khê,"Phường An Khê, Thành phố Đà Nẵng",20237,13
An Hải,phuong,Phường An Hải,"Phường An Hải, Thành phố Đà Nẵng",20493,13
Sơn Trà,phuong,Phường Sơn Trà,"Phường Sơn Trà, Thành phố Đà Nẵng",20749,13
Ngũ Hành Sơn,phuong,Phường Ngũ Hành Sơn,"Phường Ngũ Hành Sơn, Thành phố Đà Nẵng",21005,13
Hòa Khánh,phuong,Phường Hòa Khánh,"Phường Hòa Khánh, Thành phố Đà Nẵng",21261,13
Liên Chiểu,phuong,Phường Liên Chiểu,"Phường Liên Chiểu, Thành phố Đà Nẵng",21517,13
Cẩm Lệ,phuong,Phường Cẩm Lệ,"Phường Cẩm Lệ, Thành phố Đà Nẵng",21773,13
Hòa Xuân,phuong,Phường Hòa Xuân,"Phường Hòa Xuân, Thành phố Đà Nẵng",22029,13
Hòa Vang,xa,Xã Hòa Vang,"Xã Hòa Vang, Thành phố Đà Nẵng",22285,13
Hòa Tiến,xa,Xã Hòa Tiến,"Xã Hòa Tiến, Thành phố Đà Nẵng",22541,13
Bà Nà,xa,Xã Bà Nà,"Xã Bà Nà, Thành phố Đà Nẵng",22797,13
Tam Mỹ,xa,Xã Tam Mỹ,"Xã Tam Mỹ, Thành phố Đà Nẵng",23053,13
Tam Anh,xa,Xã Tam Anh,"Xã Tam Anh, Thành phố Đà Nẵng",23309,13
Đức Phú,xa,Xã Đức Phú,"Xã Đức Phú, Thành phố Đà Nẵng",23565,13
Tam Xuân,xa,Xã Tam Xuân,"Xã Tam Xuân, Thành phố Đà Nẵng",23821,13
Tam Kỳ,phuong,Phường Tam Kỳ,"Phường Tam Kỳ, Thành phố Đà Nẵng",24077,13
Mao Điền,xa,Xã Mao Điền,"Xã Mao Điền, Thành phố Hải Phòng",270,14
Việt Hòa,phuong,Phường Việt Hòa,"Phường Việt Hòa, Thành phố Hải Phòng",526,14
Cẩm Giàng,xa,Xã Cẩm Giàng,"Xã Cẩm Giàng, Thành phố Hải Phòng",782,14
Tân Hưng,phuong,Phường Tân Hưng,"Phường Tân Hưng, Thành phố Hải Phòng",1038,14
Ái Quốc,phuong,Phường Ái Quốc,"Phường Ái Quốc, Thành phố Hải Phòng",1294,14
An Khánh,xa,Xã An Khánh,"Xã An Khánh, Thành phố Hải Phòng",1550,14
Tân Minh,xa,Xã Tân Minh,"Xã Tân Minh, Thành phố Hải Phòng",1806,14
Hải An,phuong,Phường Hải An,"Phường Hải An, Thành phố Hải Phòng",2062,14
Nam Đồ Sơn,phuong,Phường Nam Đồ Sơn,"Phường Nam Đồ Sơn, Thành phố Hải Phòng",2318,14
Dương Kinh,phuong,Phường Dương Kinh,"Phường Dương Kinh, Thành phố Hải Phòng",2574,14
Đông Hải,phuong,Phường Đông Hải,"Phường Đông Hải, Thành phố Hải Phòng",2830,14
Đường An,xa,Xã Đường An,"Xã Đường An, Thành phố Hải Phòng",3086,14
Thượng Hồng,xa,Xã Thượng Hồng,"Xã Thượng Hồng, Thành phố Hải Phòng",3342,14
Bình Giang,xa,Xã Bình Giang,"Xã Bình Giang, Thành phố Hải Phòng",3598,14
Gia Phúc,xa,Xã Gia Phúc,"Xã Gia Phúc, Thành phố Hải Phòng",3854,14
An Lão,xa,Xã An Lão,"Xã An Lão, Thành phố Hải Phòng",4110,14
Kiến Hải,xa,Xã Kiến Hải,"Xã Kiến Hải, Thành phố Hải Phòng",4366,14
Kiến An,phuong,Phường Kiến An,"Phường Kiến An, Thành phố Hải Phòng",4622,14
Phù Liễn,phuong,Phường Phù Liễn,"Phường Phù Liễn, Thành phố Hải Phòng",4878,14
An Biên,phuong,Phường An Biên,"Phường An Biên, Thành phố Hải Phòng",5134,14
Quyết Thắng,xa,Xã Quyết Thắng,"Xã Quyết Thắng, Thành phố Hải Phòng",5390,14
Tiên Minh,xa,Xã Tiên Minh,"Xã Tiên Minh, Thành phố Hải Phòng",5646,14
Trần Liễu,phuong,Phường Trần Liễu,"Phường Trần Liễu, Thành phố Hải Phòng",5902,14
Lê Thanh Nghị,phuong,Phường Lê Thanh Nghị,"Phường Lê Thanh Nghị, Thành phố Hải Phòng",6158,14
Thạch Khôi,phuong,Phường Thạch Khôi,"Phường Thạch Khôi, Thành phố Hải Phòng",6414,14
Tân Kỳ,xa,Xã Tân Kỳ,"Xã Tân Kỳ, Thành phố Hải Phòng",6670,14
Nguyên Giáp,xa,Xã Nguyên Giáp,"Xã Nguyên Giáp, Thành phố Hải Phòng",6926,14
Nam An Phụ,xa,Xã Nam An Phụ,"Xã Nam An Phụ, Thành phố Hải Phòng",7182,14
Bắc An Phụ,phuong,Phường Bắc An Phụ,"Phường Bắc An Phụ, Thành phố Hải Phòng",7438,14
Hà Nam,xa,Xã Hà Nam,"Xã Hà Nam, Thành phố Hải Phòng",7694,14
Hà Tây,xa,Xã Hà Tây,"Xã Hà Tây, Thành phố Hải Phòng",7950,14
Nguyễn Lương Bằng,xa,Xã Nguyễn Lương Bằng,"Xã Nguyễn Lương Bằng, Thành phố Hải Phòng",8206,14
Lạc Phượng,xa,Xã Lạc Phượng,"Xã Lạc Phượng, Thành phố Hải Phòng",8462,14
Trần Nhân Tông,phuong,Phường Trần Nhân Tông,"Phường Trần Nhân Tông, Thành phố Hải Phòng",8718,14
Trần Hưng Đạo,phuong,Phường Trần Hưng Đạo,"Phường Trần Hưng Đạo, Thành phố Hải Phòng",8974,14
Đại Sơn,xa,Xã Đại Sơn,"Xã Đại Sơn, Thành phố Hải Phòng",9230,14
Đặc Khu Bạch Long Vĩ,xa,Xã Đặc Khu Bạch Long Vĩ,"Xã Đặc Khu Bạch Long Vĩ, Thành phố Hải Phòng",9486,14
An Hải,phuong,Phường An Hải,"Phường An Hải, Thành phố Hải Phòng",9742,14
Kiến Hưng,xa,Xã Kiến Hưng,"Xã Kiến Hưng, Thành phố Hải Phòng",9998,14
Gia Viên,phuong,Phường Gia Viên,"Phường Gia Viên, Thành phố Hải Phòng",10254,14
Vĩnh Am,xa,Xã Vĩnh Am,"Xã Vĩnh Am, Thành phố Hải Phòng",10510,14
Trường Tân,xa,Xã Trường Tân,"Xã Trường Tân, Thành phố Hải Phòng",10766,14
Hồng An,phuong,Phường Hồng An,"Phường Hồng An, Thành phố Hải Phòng",11022,14
An Phong,phuong,Phường An Phong,"Phường An Phong, Thành phố Hải Phòng",11278,14
Kim Thành,xa,Xã Kim Thành,"Xã Kim Thành, Thành phố Hải Phòng",11534,14
Thiên Hương,phuong,Phường Thiên Hương,"Phường Thiên Hương, Thành phố Hải Phòng",11790,14
Lưu Kiếm,phuong,Phường Lưu Kiếm,"Phường Lưu Kiếm, Thành phố Hải Phòng",12046,14
Hòa Bình,phuong,Phường Hòa Bình,"Phường Hòa Bình, Thành phố Hải Phòng",12302,14
Nam Triệu,phuong,Phường Nam Triệu,"Phường Nam Triệu, Thành phố Hải Phòng",12558,14
Việt Khê,xa,Xã Việt Khê,"Xã Việt Khê, Thành phố Hải Phòng",12814,14
Lê Ích Mộc,phuong,Phường Lê Ích Mộc,"Phường Lê Ích Mộc, Thành phố Hải Phòng",13070,14
An Phú,xa,Xã An Phú,"Xã An Phú, Thành phố Hải Phòng",13326,14
Hà Bắc,xa,Xã Hà Bắc,"Xã Hà Bắc, Thành phố Hải Phòng",13582,14
Lai Khê,xa,Xã Lai Khê,"Xã Lai Khê, Thành phố Hải Phòng",13838,14
An Hưng,xa,Xã An Hưng,"Xã An Hưng, Thành phố Hải Phòng",14094,14
An Quang,xa,Xã An Quang,"Xã An Quang, Thành phố Hải Phòng",14350,14
An Trường,xa,Xã An Trường,"Xã An Trường, Thành phố Hải Phòng",14606,14
Kiến Minh,xa,Xã Kiến Minh,"Xã Kiến Minh, Thành phố Hải Phòng",14862,14
Nghi Dương,xa,Xã Nghi Dương,"Xã Nghi Dương, Thành phố Hải Phòng",15118,14
Tiên Lãng,xa,Xã Tiên Lãng,"Xã Tiên Lãng, Thành phố Hải Phòng",15374,14
Chấn Hưng,xa,Xã Chấn Hưng,"Xã Chấn Hưng, Thành phố Hải Phòng",15630,14
Hùng Thắng,xa,Xã Hùng Thắng,"Xã Hùng Thắng, Thành phố Hải Phòng",15886,14
Vĩnh Bảo,xa,Xã Vĩnh Bảo,"Xã Vĩnh Bảo, Thành phố Hải Phòng",16142,14
Nguyễn Bỉnh Khiêm,xa,Xã Nguyễn Bỉnh Khiêm,"Xã Nguyễn Bỉnh Khiêm, Thành phố Hải Phòng",16398,14
Vĩnh Hải,xa,Xã Vĩnh Hải,"Xã Vĩnh Hải, Thành phố Hải Phòng",16654,14
Vĩnh Hòa,xa,Xã Vĩnh Hòa,"Xã Vĩnh Hòa, Thành phố Hải Phòng",16910,14
Vĩnh Thịnh,xa,Xã Vĩnh Thịnh,"Xã Vĩnh Thịnh, Thành phố Hải Phòng",17166,14
Vĩnh Thuận,xa,Xã Vĩnh Thuận,"Xã Vĩnh Thuận, Thành phố Hải Phòng",17422,14
Bạch Đằng,phuong,Phường Bạch Đằng,"Phường Bạch Đằng, Thành phố Hải Phòng",17678,14
Hải Dương,phuong,Phường Hải Dương,"Phường Hải Dương, Thành phố Hải Phòng",17934,14
Thành Đông,phuong,Phường Thành Đông,"Phường Thành Đông, Thành phố Hải Phòng",18190,14
Nam Đồng,phuong,Phường Nam Đồng,"Phường Nam Đồng, Thành phố Hải Phòng",18446,14
Chí Linh,phuong,Phường Chí Linh,"Phường Chí Linh, Thành phố Hải Phòng",18702,14
Nguyễn Trãi,phuong,Phường Nguyễn Trãi,"Phường Nguyễn Trãi, Thành phố Hải Phòng",18958,14
Lê Đại Hành,phuong,Phường Lê Đại Hành,"Phường Lê Đại Hành, Thành phố Hải Phòng",19214,14
Kinh Môn,phuong,Phường Kinh Môn,"Phường Kinh Môn, Thành phố Hải Phòng",19470,14
Nguyễn Đại Năng,phuong,Phường Nguyễn Đại Năng,"Phường Nguyễn Đại Năng, Thành phố Hải Phòng",19726,14
Phạm Sư Mạnh,phuong,Phường Phạm Sư Mạnh,"Phường Phạm Sư Mạnh, Thành phố Hải Phòng",19982,14
Nhị Chiểu,phuong,Phường Nhị Chiểu,"Phường Nhị Chiểu, Thành phố Hải Phòng",20238,14
Nam Sách,xa,Xã Nam Sách,"Xã Nam Sách, Thành phố Hải Phòng",20494,14
Thái Tân,xa,Xã Thái Tân,"Xã Thái Tân, Thành phố Hải Phòng",20750,14
Trần Phú,xa,Xã Trần Phú,"Xã Trần Phú, Thành phố Hải Phòng",21006,14
Hợp Tiến,xa,Xã Hợp Tiến,"Xã Hợp Tiến, Thành phố Hải Phòng",21262,14
Thanh Hà,xa,Xã Thanh Hà,"Xã Thanh Hà, Thành phố Hải Phòng",21518,14
Hà Đông,xa,Xã Hà Đông,"Xã Hà Đông, Thành phố Hải Phòng",21774,14
Cẩm Giang,xa,Xã Cẩm Giang,"Xã Cẩm Giang, Thành phố Hải Phòng",22030,14
Tuệ Tĩnh,xa,Xã Tuệ Tĩnh,"Xã Tuệ Tĩnh, Thành phố Hải Phòng",22286,14
Tứ Kỳ,xa,Xã Tứ Kỳ,"Xã Tứ Kỳ, Thành phố Hải Phòng",22542,14
Chí Minh,xa,Xã Chí Minh,"Xã Chí Minh, Thành phố Hải Phòng",22798,14
Ninh Giang,xa,Xã Ninh Giang,"Xã Ninh Giang, Thành phố Hải Phòng",23054,14
